Time (s),Bus
-0.0046275,6
-0.004625,6
-0.0046225,6
-0.00462,6
-0.0046175,6
-0.004615,6
-0.0046125,6
-0.00461,6
-0.0046075,6
-0.004605,6
-0.0046025,6
-0.0046,6
-0.0045975,6
-0.004595,6
-0.0045925,6
-0.00459,6
-0.0045875,6
-0.004585,6
-0.0045825,14
-0.00458,14
-0.0045775,14
-0.004575,14
-0.0045725,14
-0.00457,14
-0.0045675,14
-0.004565,14
-0.0045625,14
-0.00456,14
-0.0045575,14
-0.004555,14
-0.0045525,14
-0.00455,14
-0.0045475,14
-0.004545,14
-0.0045425,14
-0.00454,14
-0.0045375,14
-0.004535,14
-0.0045325,14
-0.00453,14
-0.0045275,30
-0.004525,30
-0.0045225,30
-0.00452,30
-0.0045175,30
-0.004515,30
-0.0045125,30
-0.00451,30
-0.0045075,30
-0.004505,30
-0.0045025,30
-0.0045,30
-0.0044975,30
-0.004495,30
-0.0044925,30
-0.00449,30
-0.0044875,30
-0.004485,30
-0.0044825,30
-0.00448,30
-0.0044775,30
-0.004475,30
-0.0044725,62
-0.00447,62
-0.0044675,62
-0.004465,62
-0.0044625,62
-0.00446,62
-0.0044575,62
-0.004455,62
-0.0044525,62
-0.00445,62
-0.0044475,62
-0.004445,62
-0.0044425,62
-0.00444,62
-0.0044375,62
-0.004435,62
-0.0044325,62
-0.00443,62
-0.0044275,62
-0.004425,62
-0.0044225,62
-0.00442,62
-0.0044175,126
-0.004415,126
-0.0044125,126
-0.00441,126
-0.0044075,126
-0.004405,126
-0.0044025,126
-0.0044,126
-0.0043975,126
-0.004395,126
-0.0043925,126
-0.00439,126
-0.0043875,126
-0.004385,126
-0.0043825,126
-0.00438,126
-0.0043775,126
-0.004375,126
-0.0043725,126
-0.00437,126
-0.0043675,126
-0.004365,126
-0.0043625,126
-0.00436,254
-0.0043575,254
-0.004355,254
-0.0043525,254
-0.00435,254
-0.0043475,254
-0.004345,254
-0.0043425,254
-0.00434,254
-0.0043375,254
-0.004335,254
-0.0043325,254
-0.00433,254
-0.0043275,254
-0.004325,254
-0.0043225,254
-0.00432,254
-0.0043175,254
-0.004315,254
-0.0043125,254
-0.00431,254
-0.0043075,254
-0.004305,254
-0.0043025,254
-0.0043,254
-0.0042975,254
-0.004295,254
-0.0042925,254
-0.00429,254
-0.0042875,254
-0.004285,254
-0.0042825,254
-0.00428,254
-0.0042775,254
-0.004275,254
-0.0042725,254
-0.00427,254
-0.0042675,254
-0.004265,254
-0.0042625,254
-0.00426,254
-0.0042575,254
-0.004255,254
-0.0042525,254
-0.00425,254
-0.0042475,254
-0.004245,254
-0.0042425,254
-0.00424,254
-0.0042375,254
-0.004235,254
-0.0042325,254
-0.00423,254
-0.0042275,254
-0.004225,254
-0.0042225,254
-0.00422,254
-0.0042175,254
-0.004215,254
-0.0042125,254
-0.00421,254
-0.0042075,254
-0.004205,254
-0.0042025,254
-0.0042,254
-0.0041975,254
-0.004195,254
-0.0041925,254
-0.00419,254
-0.0041875,254
-0.004185,254
-0.0041825,254
-0.00418,254
-0.0041775,254
-0.004175,254
-0.0041725,254
-0.00417,254
-0.0041675,254
-0.004165,254
-0.0041625,254
-0.00416,254
-0.0041575,254
-0.004155,254
-0.0041525,254
-0.00415,254
-0.0041475,254
-0.004145,254
-0.0041425,254
-0.00414,254
-0.0041375,254
-0.004135,254
-0.0041325,254
-0.00413,254
-0.0041275,254
-0.004125,254
-0.0041225,254
-0.00412,254
-0.0041175,254
-0.004115,254
-0.0041125,254
-0.00411,254
-0.0041075,254
-0.004105,254
-0.0041025,254
-0.0041,254
-0.0040975,254
-0.004095,254
-0.0040925,254
-0.00409,254
-0.0040875,254
-0.004085,254
-0.0040825,254
-0.00408,254
-0.0040775,254
-0.004075,254
-0.0040725,254
-0.00407,254
-0.0040675,254
-0.004065,254
-0.0040625,254
-0.00406,254
-0.0040575,254
-0.004055,254
-0.0040525,254
-0.00405,254
-0.0040475,254
-0.004045,254
-0.0040425,254
-0.00404,254
-0.0040375,254
-0.004035,254
-0.0040325,254
-0.00403,254
-0.0040275,254
-0.004025,254
-0.0040225,254
-0.00402,90
-0.0040175,0
-0.004015,0
-0.0040125,0
-0.00401,0
-0.0040075,0
-0.004005,0
-0.0040025,0
-0.004,0
-0.0039975,0
-0.003995,0
-0.0039925,0
-0.00399,0
-0.0039875,0
-0.003985,0
-0.0039825,0
-0.00398,0
-0.0039775,0
-0.003975,0
-0.0039725,0
-0.00397,0
-0.0039675,0
-0.003965,0
-0.0039625,0
-0.00396,0
-0.0039575,0
-0.003955,0
-0.0039525,0
-0.00395,0
-0.0039475,0
-0.003945,0
-0.0039425,0
-0.00394,0
-0.0039375,0
-0.003935,0
-0.0039325,0
-0.00393,0
-0.0039275,0
-0.003925,0
-0.0039225,0
-0.00392,0
-0.0039175,0
-0.003915,0
-0.0039125,0
-0.00391,0
-0.0039075,0
-0.003905,0
-0.0039025,0
-0.0039,0
-0.0038975,0
-0.003895,0
-0.0038925,0
-0.00389,0
-0.0038875,0
-0.003885,0
-0.0038825,0
-0.00388,0
-0.0038775,0
-0.003875,0
-0.0038725,0
-0.00387,0
-0.0038675,0
-0.003865,0
-0.0038625,0
-0.00386,0
-0.0038575,0
-0.003855,0
-0.0038525,0
-0.00385,0
-0.0038475,0
-0.003845,0
-0.0038425,0
-0.00384,0
-0.0038375,0
-0.003835,0
-0.0038325,0
-0.00383,0
-0.0038275,0
-0.003825,0
-0.0038225,0
-0.00382,0
-0.0038175,0
-0.003815,0
-0.0038125,0
-0.00381,0
-0.0038075,0
-0.003805,0
-0.0038025,0
-0.0038,0
-0.0037975,0
-0.003795,0
-0.0037925,0
-0.00379,0
-0.0037875,0
-0.003785,0
-0.0037825,0
-0.00378,0
-0.0037775,0
-0.003775,0
-0.0037725,0
-0.00377,0
-0.0037675,0
-0.003765,0
-0.0037625,0
-0.00376,0
-0.0037575,0
-0.003755,0
-0.0037525,0
-0.00375,0
-0.0037475,0
-0.003745,0
-0.0037425,0
-0.00374,0
-0.0037375,0
-0.003735,0
-0.0037325,0
-0.00373,0
-0.0037275,0
-0.003725,0
-0.0037225,0
-0.00372,0
-0.0037175,0
-0.003715,0
-0.0037125,0
-0.00371,0
-0.0037075,0
-0.003705,0
-0.0037025,0
-0.0037,0
-0.0036975,0
-0.003695,0
-0.0036925,2
-0.00369,2
-0.0036875,2
-0.003685,2
-0.0036825,2
-0.00368,2
-0.0036775,2
-0.003675,2
-0.0036725,2
-0.00367,2
-0.0036675,2
-0.003665,2
-0.0036625,2
-0.00366,2
-0.0036575,2
-0.003655,2
-0.0036525,2
-0.00365,2
-0.0036475,2
-0.003645,2
-0.0036425,2
-0.00364,2
-0.0036375,6
-0.003635,6
-0.0036325,6
-0.00363,6
-0.0036275,6
-0.003625,6
-0.0036225,6
-0.00362,6
-0.0036175,6
-0.003615,6
-0.0036125,6
-0.00361,6
-0.0036075,6
-0.003605,6
-0.0036025,6
-0.0036,6
-0.0035975,6
-0.003595,6
-0.0035925,6
-0.00359,6
-0.0035875,6
-0.003585,6
-0.0035825,14
-0.00358,14
-0.0035775,14
-0.003575,14
-0.0035725,14
-0.00357,14
-0.0035675,14
-0.003565,14
-0.0035625,14
-0.00356,14
-0.0035575,14
-0.003555,14
-0.0035525,14
-0.00355,14
-0.0035475,14
-0.003545,14
-0.0035425,14
-0.00354,14
-0.0035375,14
-0.003535,14
-0.0035325,14
-0.00353,14
-0.0035275,30
-0.003525,30
-0.0035225,30
-0.00352,30
-0.0035175,30
-0.003515,30
-0.0035125,30
-0.00351,30
-0.0035075,30
-0.003505,30
-0.0035025,30
-0.0035,30
-0.0034975,30
-0.003495,30
-0.0034925,30
-0.00349,30
-0.0034875,30
-0.003485,30
-0.0034825,30
-0.00348,30
-0.0034775,30
-0.003475,30
-0.0034725,62
-0.00347,62
-0.0034675,62
-0.003465,62
-0.0034625,62
-0.00346,62
-0.0034575,62
-0.003455,62
-0.0034525,62
-0.00345,62
-0.0034475,62
-0.003445,62
-0.0034425,62
-0.00344,62
-0.0034375,62
-0.003435,62
-0.0034325,62
-0.00343,62
-0.0034275,62
-0.003425,62
-0.0034225,62
-0.00342,62
-0.0034175,126
-0.003415,126
-0.0034125,126
-0.00341,126
-0.0034075,126
-0.003405,126
-0.0034025,126
-0.0034,126
-0.0033975,126
-0.003395,126
-0.0033925,126
-0.00339,126
-0.0033875,126
-0.003385,126
-0.0033825,126
-0.00338,126
-0.0033775,126
-0.003375,126
-0.0033725,126
-0.00337,126
-0.0033675,126
-0.003365,126
-0.0033625,126
-0.00336,254
-0.0033575,254
-0.003355,254
-0.0033525,254
-0.00335,254
-0.0033475,254
-0.003345,254
-0.0033425,254
-0.00334,254
-0.0033375,254
-0.003335,254
-0.0033325,254
-0.00333,254
-0.0033275,254
-0.003325,254
-0.0033225,254
-0.00332,254
-0.0033175,254
-0.003315,254
-0.0033125,254
-0.00331,254
-0.0033075,254
-0.003305,254
-0.0033025,254
-0.0033,254
-0.0032975,254
-0.003295,254
-0.0032925,254
-0.00329,254
-0.0032875,254
-0.003285,254
-0.0032825,254
-0.00328,254
-0.0032775,254
-0.003275,254
-0.0032725,254
-0.00327,254
-0.0032675,254
-0.003265,254
-0.0032625,254
-0.00326,254
-0.0032575,254
-0.003255,254
-0.0032525,254
-0.00325,254
-0.0032475,254
-0.003245,254
-0.0032425,254
-0.00324,254
-0.0032375,254
-0.003235,254
-0.0032325,254
-0.00323,254
-0.0032275,254
-0.003225,254
-0.0032225,254
-0.00322,254
-0.0032175,254
-0.003215,254
-0.0032125,254
-0.00321,254
-0.0032075,254
-0.003205,254
-0.0032025,254
-0.0032,254
-0.0031975,254
-0.003195,254
-0.0031925,254
-0.00319,254
-0.0031875,254
-0.003185,254
-0.0031825,254
-0.00318,254
-0.0031775,254
-0.003175,254
-0.0031725,254
-0.00317,254
-0.0031675,254
-0.003165,254
-0.0031625,254
-0.00316,254
-0.0031575,254
-0.003155,254
-0.0031525,254
-0.00315,254
-0.0031475,254
-0.003145,254
-0.0031425,254
-0.00314,254
-0.0031375,254
-0.003135,254
-0.0031325,254
-0.00313,254
-0.0031275,254
-0.003125,254
-0.0031225,254
-0.00312,254
-0.0031175,254
-0.003115,254
-0.0031125,254
-0.00311,254
-0.0031075,254
-0.003105,254
-0.0031025,254
-0.0031,254
-0.0030975,254
-0.003095,254
-0.0030925,254
-0.00309,254
-0.0030875,254
-0.003085,254
-0.0030825,254
-0.00308,254
-0.0030775,254
-0.003075,254
-0.0030725,254
-0.00307,254
-0.0030675,254
-0.003065,254
-0.0030625,254
-0.00306,254
-0.0030575,254
-0.003055,254
-0.0030525,254
-0.00305,254
-0.0030475,254
-0.003045,254
-0.0030425,254
-0.00304,254
-0.0030375,254
-0.003035,254
-0.0030325,254
-0.00303,254
-0.0030275,254
-0.003025,254
-0.0030225,254
-0.00302,90
-0.0030175,0
-0.003015,0
-0.0030125,0
-0.00301,0
-0.0030075,0
-0.003005,0
-0.0030025,0
-0.003,0
-0.0029975,0
-0.002995,0
-0.0029925,0
-0.00299,0
-0.0029875,0
-0.002985,0
-0.0029825,0
-0.00298,0
-0.0029775,0
-0.002975,0
-0.0029725,0
-0.00297,0
-0.0029675,0
-0.002965,0
-0.0029625,0
-0.00296,0
-0.0029575,0
-0.002955,0
-0.0029525,0
-0.00295,0
-0.0029475,0
-0.002945,0
-0.0029425,0
-0.00294,0
-0.0029375,0
-0.002935,0
-0.0029325,0
-0.00293,0
-0.0029275,0
-0.002925,0
-0.0029225,0
-0.00292,0
-0.0029175,0
-0.002915,0
-0.0029125,0
-0.00291,0
-0.0029075,0
-0.002905,0
-0.0029025,0
-0.0029,0
-0.0028975,0
-0.002895,0
-0.0028925,0
-0.00289,0
-0.0028875,0
-0.002885,0
-0.0028825,0
-0.00288,0
-0.0028775,0
-0.002875,0
-0.0028725,0
-0.00287,0
-0.0028675,0
-0.002865,0
-0.0028625,0
-0.00286,0
-0.0028575,0
-0.002855,0
-0.0028525,0
-0.00285,0
-0.0028475,0
-0.002845,0
-0.0028425,0
-0.00284,0
-0.0028375,0
-0.002835,0
-0.0028325,0
-0.00283,0
-0.0028275,0
-0.002825,0
-0.0028225,0
-0.00282,0
-0.0028175,0
-0.002815,0
-0.0028125,0
-0.00281,0
-0.0028075,0
-0.002805,0
-0.0028025,0
-0.0028,0
-0.0027975,0
-0.002795,0
-0.0027925,0
-0.00279,0
-0.0027875,0
-0.002785,0
-0.0027825,0
-0.00278,0
-0.0027775,0
-0.002775,0
-0.0027725,0
-0.00277,0
-0.0027675,0
-0.002765,0
-0.0027625,0
-0.00276,0
-0.0027575,0
-0.002755,0
-0.0027525,0
-0.00275,0
-0.0027475,0
-0.002745,0
-0.0027425,0
-0.00274,0
-0.0027375,0
-0.002735,0
-0.0027325,0
-0.00273,0
-0.0027275,0
-0.002725,0
-0.0027225,0
-0.00272,0
-0.0027175,0
-0.002715,0
-0.0027125,0
-0.00271,0
-0.0027075,0
-0.002705,0
-0.0027025,0
-0.0027,0
-0.0026975,0
-0.002695,0
-0.0026925,2
-0.00269,2
-0.0026875,2
-0.002685,2
-0.0026825,2
-0.00268,2
-0.0026775,2
-0.002675,2
-0.0026725,2
-0.00267,2
-0.0026675,2
-0.002665,2
-0.0026625,2
-0.00266,2
-0.0026575,2
-0.002655,2
-0.0026525,2
-0.00265,2
-0.0026475,2
-0.002645,2
-0.0026425,2
-0.00264,2
-0.0026375,6
-0.002635,6
-0.0026325,6
-0.00263,6
-0.0026275,6
-0.002625,6
-0.0026225,6
-0.00262,6
-0.0026175,6
-0.002615,6
-0.0026125,6
-0.00261,6
-0.0026075,6
-0.002605,6
-0.0026025,6
-0.0026,6
-0.0025975,6
-0.002595,6
-0.0025925,6
-0.00259,6
-0.0025875,6
-0.002585,6
-0.0025825,14
-0.00258,14
-0.0025775,14
-0.002575,14
-0.0025725,14
-0.00257,14
-0.0025675,14
-0.002565,14
-0.0025625,14
-0.00256,14
-0.0025575,14
-0.002555,14
-0.0025525,14
-0.00255,14
-0.0025475,14
-0.002545,14
-0.0025425,14
-0.00254,14
-0.0025375,14
-0.002535,14
-0.0025325,14
-0.00253,14
-0.0025275,30
-0.002525,30
-0.0025225,30
-0.00252,30
-0.0025175,30
-0.002515,30
-0.0025125,30
-0.00251,30
-0.0025075,30
-0.002505,30
-0.0025025,30
-0.0025,30
-0.0024975,30
-0.002495,30
-0.0024925,30
-0.00249,30
-0.0024875,30
-0.002485,30
-0.0024825,30
-0.00248,30
-0.0024775,30
-0.002475,30
-0.0024725,62
-0.00247,62
-0.0024675,62
-0.002465,62
-0.0024625,62
-0.00246,62
-0.0024575,62
-0.002455,62
-0.0024525,62
-0.00245,62
-0.0024475,62
-0.002445,62
-0.0024425,62
-0.00244,62
-0.0024375,62
-0.002435,62
-0.0024325,62
-0.00243,62
-0.0024275,62
-0.002425,62
-0.0024225,62
-0.00242,62
-0.0024175,126
-0.002415,126
-0.0024125,126
-0.00241,126
-0.0024075,126
-0.002405,126
-0.0024025,126
-0.0024,126
-0.0023975,126
-0.002395,126
-0.0023925,126
-0.00239,126
-0.0023875,126
-0.002385,126
-0.0023825,126
-0.00238,126
-0.0023775,126
-0.002375,126
-0.0023725,126
-0.00237,126
-0.0023675,126
-0.002365,126
-0.0023625,126
-0.00236,254
-0.0023575,254
-0.002355,254
-0.0023525,254
-0.00235,254
-0.0023475,254
-0.002345,254
-0.0023425,254
-0.00234,254
-0.0023375,254
-0.002335,254
-0.0023325,254
-0.00233,254
-0.0023275,254
-0.002325,254
-0.0023225,254
-0.00232,254
-0.0023175,254
-0.002315,254
-0.0023125,254
-0.00231,254
-0.0023075,254
-0.002305,254
-0.0023025,254
-0.0023,254
-0.0022975,254
-0.002295,254
-0.0022925,254
-0.00229,254
-0.0022875,254
-0.002285,254
-0.0022825,254
-0.00228,254
-0.0022775,254
-0.002275,254
-0.0022725,254
-0.00227,254
-0.0022675,254
-0.002265,254
-0.0022625,254
-0.00226,254
-0.0022575,254
-0.002255,254
-0.0022525,254
-0.00225,254
-0.0022475,254
-0.002245,254
-0.0022425,254
-0.00224,254
-0.0022375,254
-0.002235,254
-0.0022325,254
-0.00223,254
-0.0022275,254
-0.002225,254
-0.0022225,254
-0.00222,254
-0.0022175,254
-0.002215,254
-0.0022125,254
-0.00221,254
-0.0022075,254
-0.002205,254
-0.0022025,254
-0.0022,254
-0.0021975,254
-0.002195,254
-0.0021925,254
-0.00219,254
-0.0021875,254
-0.002185,254
-0.0021825,254
-0.00218,254
-0.0021775,254
-0.002175,254
-0.0021725,254
-0.00217,254
-0.0021675,254
-0.002165,254
-0.0021625,254
-0.00216,254
-0.0021575,254
-0.002155,254
-0.0021525,254
-0.00215,254
-0.0021475,254
-0.002145,254
-0.0021425,254
-0.00214,254
-0.0021375,254
-0.002135,254
-0.0021325,254
-0.00213,254
-0.0021275,254
-0.002125,254
-0.0021225,254
-0.00212,254
-0.0021175,254
-0.002115,254
-0.0021125,254
-0.00211,254
-0.0021075,254
-0.002105,254
-0.0021025,254
-0.0021,254
-0.0020975,254
-0.002095,254
-0.0020925,254
-0.00209,254
-0.0020875,254
-0.002085,254
-0.0020825,254
-0.00208,254
-0.0020775,254
-0.002075,254
-0.0020725,254
-0.00207,254
-0.0020675,254
-0.002065,254
-0.0020625,254
-0.00206,254
-0.0020575,254
-0.002055,254
-0.0020525,254
-0.00205,254
-0.0020475,254
-0.002045,254
-0.0020425,254
-0.00204,254
-0.0020375,254
-0.002035,254
-0.0020325,254
-0.00203,254
-0.0020275,254
-0.002025,254
-0.0020225,254
-0.00202,90
-0.0020175,0
-0.002015,0
-0.0020125,0
-0.00201,0
-0.0020075,0
-0.002005,0
-0.0020025,0
-0.002,0
-0.0019975,0
-0.001995,0
-0.0019925,0
-0.00199,0
-0.0019875,0
-0.001985,0
-0.0019825,0
-0.00198,0
-0.0019775,0
-0.001975,0
-0.0019725,0
-0.00197,0
-0.0019675,0
-0.001965,0
-0.0019625,0
-0.00196,0
-0.0019575,0
-0.001955,0
-0.0019525,0
-0.00195,0
-0.0019475,0
-0.001945,0
-0.0019425,0
-0.00194,0
-0.0019375,0
-0.001935,0
-0.0019325,0
-0.00193,0
-0.0019275,0
-0.001925,0
-0.0019225,0
-0.00192,0
-0.0019175,0
-0.001915,0
-0.0019125,0
-0.00191,0
-0.0019075,0
-0.001905,0
-0.0019025,0
-0.0019,0
-0.0018975,0
-0.001895,0
-0.0018925,0
-0.00189,0
-0.0018875,0
-0.001885,0
-0.0018825,0
-0.00188,0
-0.0018775,0
-0.001875,0
-0.0018725,0
-0.00187,0
-0.0018675,0
-0.001865,0
-0.0018625,0
-0.00186,0
-0.0018575,0
-0.001855,0
-0.0018525,0
-0.00185,0
-0.0018475,0
-0.001845,0
-0.0018425,0
-0.00184,0
-0.0018375,0
-0.001835,0
-0.0018325,0
-0.00183,0
-0.0018275,0
-0.001825,0
-0.0018225,0
-0.00182,0
-0.0018175,0
-0.001815,0
-0.0018125,0
-0.00181,0
-0.0018075,0
-0.001805,0
-0.0018025,0
-0.0018,0
-0.0017975,0
-0.001795,0
-0.0017925,0
-0.00179,0
-0.0017875,0
-0.001785,0
-0.0017825,0
-0.00178,0
-0.0017775,0
-0.001775,0
-0.0017725,0
-0.00177,0
-0.0017675,0
-0.001765,0
-0.0017625,0
-0.00176,0
-0.0017575,0
-0.001755,0
-0.0017525,0
-0.00175,0
-0.0017475,0
-0.001745,0
-0.0017425,0
-0.00174,0
-0.0017375,0
-0.001735,0
-0.0017325,0
-0.00173,0
-0.0017275,0
-0.001725,0
-0.0017225,0
-0.00172,0
-0.0017175,0
-0.001715,0
-0.0017125,0
-0.00171,0
-0.0017075,0
-0.001705,0
-0.0017025,0
-0.0017,0
-0.0016975,0
-0.001695,0
-0.0016925,2
-0.00169,2
-0.0016875,2
-0.001685,2
-0.0016825,2
-0.00168,2
-0.0016775,2
-0.001675,2
-0.0016725,2
-0.00167,2
-0.0016675,2
-0.001665,2
-0.0016625,2
-0.00166,2
-0.0016575,2
-0.001655,2
-0.0016525,2
-0.00165,2
-0.0016475,2
-0.001645,2
-0.0016425,2
-0.00164,2
-0.0016375,6
-0.001635,6
-0.0016325,6
-0.00163,6
-0.0016275,6
-0.001625,6
-0.0016225,6
-0.00162,6
-0.0016175,6
-0.001615,6
-0.0016125,6
-0.00161,6
-0.0016075,6
-0.001605,6
-0.0016025,6
-0.0016,6
-0.0015975,6
-0.001595,6
-0.0015925,6
-0.00159,6
-0.0015875,6
-0.001585,6
-0.0015825,14
-0.00158,14
-0.0015775,14
-0.001575,14
-0.0015725,14
-0.00157,14
-0.0015675,14
-0.001565,14
-0.0015625,14
-0.00156,14
-0.0015575,14
-0.001555,14
-0.0015525,14
-0.00155,14
-0.0015475,14
-0.001545,14
-0.0015425,14
-0.00154,14
-0.0015375,14
-0.001535,14
-0.0015325,14
-0.00153,14
-0.0015275,30
-0.001525,30
-0.0015225,30
-0.00152,30
-0.0015175,30
-0.001515,30
-0.0015125,30
-0.00151,30
-0.0015075,30
-0.001505,30
-0.0015025,30
-0.0015,30
-0.0014975,30
-0.001495,30
-0.0014925,30
-0.00149,30
-0.0014875,30
-0.001485,30
-0.0014825,30
-0.00148,30
-0.0014775,30
-0.001475,30
-0.0014725,62
-0.00147,62
-0.0014675,62
-0.001465,62
-0.0014625,62
-0.00146,62
-0.0014575,62
-0.001455,62
-0.0014525,62
-0.00145,62
-0.0014475,62
-0.001445,62
-0.0014425,62
-0.00144,62
-0.0014375,62
-0.001435,62
-0.0014325,62
-0.00143,62
-0.0014275,62
-0.001425,62
-0.0014225,62
-0.00142,62
-0.0014175,126
-0.001415,126
-0.0014125,126
-0.00141,126
-0.0014075,126
-0.001405,126
-0.0014025,126
-0.0014,126
-0.0013975,126
-0.001395,126
-0.0013925,126
-0.00139,126
-0.0013875,126
-0.001385,126
-0.0013825,126
-0.00138,126
-0.0013775,126
-0.001375,126
-0.0013725,126
-0.00137,126
-0.0013675,126
-0.001365,126
-0.0013625,126
-0.00136,254
-0.0013575,254
-0.001355,254
-0.0013525,254
-0.00135,254
-0.0013475,254
-0.001345,254
-0.0013425,254
-0.00134,254
-0.0013375,254
-0.001335,254
-0.0013325,254
-0.00133,254
-0.0013275,254
-0.001325,254
-0.0013225,254
-0.00132,254
-0.0013175,254
-0.001315,254
-0.0013125,254
-0.00131,254
-0.0013075,254
-0.001305,254
-0.0013025,254
-0.0013,254
-0.0012975,254
-0.001295,254
-0.0012925,254
-0.00129,254
-0.0012875,254
-0.001285,254
-0.0012825,254
-0.00128,254
-0.0012775,254
-0.001275,254
-0.0012725,254
-0.00127,254
-0.0012675,254
-0.001265,254
-0.0012625,254
-0.00126,254
-0.0012575,254
-0.001255,254
-0.0012525,254
-0.00125,254
-0.0012475,254
-0.001245,254
-0.0012425,254
-0.00124,254
-0.0012375,254
-0.001235,254
-0.0012325,254
-0.00123,254
-0.0012275,254
-0.001225,254
-0.0012225,254
-0.00122,254
-0.0012175,254
-0.001215,254
-0.0012125,254
-0.00121,254
-0.0012075,254
-0.001205,254
-0.0012025,254
-0.0012,254
-0.0011975,254
-0.001195,254
-0.0011925,254
-0.00119,254
-0.0011875,254
-0.001185,254
-0.0011825,254
-0.00118,254
-0.0011775,254
-0.001175,254
-0.0011725,254
-0.00117,254
-0.0011675,254
-0.001165,254
-0.0011625,254
-0.00116,254
-0.0011575,254
-0.001155,254
-0.0011525,254
-0.00115,254
-0.0011475,254
-0.001145,254
-0.0011425,254
-0.00114,254
-0.0011375,254
-0.001135,254
-0.0011325,254
-0.00113,254
-0.0011275,254
-0.001125,254
-0.0011225,254
-0.00112,254
-0.0011175,254
-0.001115,254
-0.0011125,254
-0.00111,254
-0.0011075,254
-0.001105,254
-0.0011025,254
-0.0011,254
-0.0010975,254
-0.001095,254
-0.0010925,254
-0.00109,254
-0.0010875,254
-0.001085,254
-0.0010825,254
-0.00108,254
-0.0010775,254
-0.001075,254
-0.0010725,254
-0.00107,254
-0.0010675,254
-0.001065,254
-0.0010625,254
-0.00106,254
-0.0010575,254
-0.001055,254
-0.0010525,254
-0.00105,254
-0.0010475,254
-0.001045,254
-0.0010425,254
-0.00104,254
-0.0010375,254
-0.001035,254
-0.0010325,254
-0.00103,254
-0.0010275,254
-0.001025,254
-0.0010225,254
-0.00102,90
-0.0010175,0
-0.001015,0
-0.0010125,0
-0.00101,0
-0.0010075,0
