-3.19E-05,-1.882827270206620
-3.188E-05,-1.888866890451130
-3.186E-05,-1.893899907321550
-3.184E-05,-1.897926320817880
-3.182E-05,-1.900946130940140
-3.18E-05,-1.904637009978450
-3.178E-05,-1.906314682268590
-3.176E-05,-1.908998957932810
-3.174E-05,-1.90933449239084
-3.172E-05,-1.908663423474780
-3.17E-05,-1.908327889016760
-3.168E-05,-1.905643613352530
-3.166E-05,-1.903965941062390
-3.164E-05,-1.900946130940140
-3.162E-05,-1.898597389733940
-3.16E-05,-1.895913114069720
-3.158E-05,-1.890209028283240
-3.156E-05,-1.88685368370296
-3.154E-05,-1.882156201290570
-3.152E-05,-1.876787649962120
-3.15E-05,-1.872425702007760
-3.148E-05,-1.866386081763250
-3.146E-05,-1.862695202724940
-3.144E-05,-1.857997720312550
-3.142E-05,-1.852293634526070
-3.14E-05,-1.846925083197620
-3.138E-05,-1.841892066327200
-3.136E-05,-1.837865652830870
-3.134E-05,-1.833839239334530
-3.132E-05,-1.829477291380160
-3.13E-05,-1.826793015715940
-3.128E-05,-1.824108740051710
-3.126E-05,-1.820417861013410
-3.124E-05,-1.818069119807210
-3.122E-05,-1.815384844142990
-3.12E-05,-1.814042706310870
-3.118E-05,-1.813371637394820
-3.116E-05,-1.812700568478760
-3.114E-05,-1.81270056847876
-3.112E-05,-1.81270056847876
-3.11E-05,-1.815049309684960
-3.108E-05,-1.814713775226930
-3.106E-05,-1.816726981975100
-3.104E-05,-1.817398050891150
-3.102E-05,-1.821088929929460
-3.1E-05,-1.824108740051720
-3.098E-05,-1.826457481257910
-3.096E-05,-1.829477291380160
-3.094E-05,-1.8335037048765
-3.092E-05,-1.837530118372840
-3.09E-05,-1.842227600785230
-3.088E-05,-1.845918479823540
-3.086E-05,-1.850615962235930
-3.084E-05,-1.853971306816210
-3.082E-05,-1.859339858144660
-3.08E-05,-1.863366271641000
-3.078E-05,-1.868063754053390
-3.076E-05,-1.872425702007750
-3.074E-05,-1.878129787794230
-3.072E-05,-1.881485132374510
-3.07E-05,-1.886518149244930
-3.068E-05,-1.889873493825210
-3.066E-05,-1.894235441779580
